PersonID,country,source,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,screensize,uniquenetworklocation,hand,religion,orientation,race,voted,married,familysize,major
7070,MY,1,36,358,343,6,3,7,5,7,2,7,3,6,4,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,15,1,1,1,10,1,10,2,1,6,English
7071,MY,2,21,147,156,3,7,6,6,5,5,7,1,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,19,1,2,1,10,1,10,2,1,3,information technology
7072,MY,2,5,1275,205,1,1,1,7,7,7,7,7,1,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,2,2,22,2,1,1,10,5,10,2,1,4,TOURISM
7073,MY,2,3,142,164,5,3,5,2,6,4,5,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,22,1,1,2,10,4,10,2,1,5,Chemical engineering 
7074,MY,2,5,247,222,4,1,6,6,6,5,6,1,5,4,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,2,2,2,18,1,1,1,10,5,70,2,1,3,
7075,MY,0,6,258,172,6,5,7,3,5,2,5,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,2,22,1,2,1,10,1,10,2,1,3,Accounting
7076,MY,1,12,174,168,5,6,7,6,6,3,6,4,3,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,2,2,21,1,1,1,10,4,10,2,1,3,Science
7077,MY,0,4,214,156,5,2,7,4,7,6,5,6,4,7,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,3,2,2,20,1,1,1,10,1,10,2,1,2,Engineering
7078,MY,1,20,235,258,5,6,6,7,7,1,1,7,1,5,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,2,26,1,1,1,10,1,10,2,2,3,Finance
7079,MY,1,5,105,262,4,6,4,6,5,7,6,6,4,3,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,3,3,1,1,23,1,1,1,10,1,10,2,1,4,Biotechnology
7080,ID,2,2,432,152,1,5,3,6,7,7,6,4,5,4,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,14,2,1,1,10,1,10,2,1,2,
7081,MY,1,3,284,187,5,4,6,7,6,7,6,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,19,2,1,1,10,5,70,2,1,6,Accountancy
7082,MY,2,7,376,239,4,2,6,6,7,5,5,5,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,19,1,2,1,10,1,10,2,1,4,english
7083,MY,1,15,167,135,4,6,4,6,4,6,5,4,2,4,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2,3,2,2,19,1,1,1,10,1,10,2,1,6,
7084,MY,0,18,205,227,5,7,7,7,7,2,6,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,21,1,2,1,10,0,10,2,1,5,Quantity surveying
7085,MY,1,5,278,543,5,2,4,2,4,1,7,5,6,4,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,3,3,2,2,24,1,1,2,10,1,10,2,1,3,Business Management (Finance)
7086,MY,1,4,158,6490,5,6,6,6,7,6,5,2,5,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,20,1,1,1,10,5,10,2,1,4,Civil engineering Technology
7087,MY,0,6893,127,173,4,4,3,6,4,5,6,3,3,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,19,1,1,1,10,1,10,2,1,3,
7088,MY,0,2,277,243,5,7,6,6,6,4,7,5,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,19,1,1,1,10,1,10,2,1,4,accountancy
7089,MY,0,33,277,174,7,4,3,5,4,1,3,6,3,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,20,1,1,1,10,1,10,2,1,3,political science
7090,MY,1,31,237,250,5,4,5,3,6,4,6,5,6,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,2,1,1,23,1,2,1,10,1,10,2,1,3,medical health
7091,MY,2,13,197,122,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,20,1,1,1,12,5,10,2,1,2,Mechanical engineering
7092,MY,2,5,228,158,6,6,5,6,6,1,6,5,5,4,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1,2,2,2,2,19,1,1,1,10,1,10,2,1,3,Law
7093,MY,2,4,170,177,6,5,4,7,7,1,6,4,2,4,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,4,3,2,2,23,1,1,1,10,2,10,2,1,6,Law
7094,PH,2,4,207,201,3,4,5,4,6,5,5,2,6,4,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,3,3,2,2,18,1,1,1,4,4,10,2,1,3,Psychology
7095,MY,0,21,275,184,4,6,1,3,5,4,5,7,6,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,22,1,1,1,10,4,10,2,1,6,mathematic
7096,MY,1,9,293,215,4,4,5,7,6,5,6,4,2,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,2,27,1,1,1,10,1,10,1,1,8,Landscape design
7097,MY,1,4,123,157,5,7,6,5,5,5,6,4,5,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,26,1,2,0,10,1,10,1,2,4,Finance
7098,MY,2,6,213,209,5,5,6,4,6,7,6,3,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,1,2,1,20,2,1,2,4,1,10,2,1,1,tourism
7099,MY,2,8,188,226,6,5,2,5,3,7,4,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,20,1,2,1,10,1,10,2,1,5,Information technology
7100,MY,1,6,217,196,6,7,5,7,6,4,7,3,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,17,1,1,2,10,1,10,2,1,4,
7101,MY,0,6,206,145,4,4,6,5,6,5,6,5,5,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,19,1,1,1,10,4,10,2,1,6,Accounting
7102,MY,1,4,157,192,5,5,1,7,2,6,4,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,2,20,1,1,1,10,2,10,2,1,4,Electrical engineering 
7103,MY,2,4,164,123,3,3,5,6,4,5,2,3,1,4,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,19,1,2,1,10,1,10,2,1,2,Islamic Finance
7104,MY,0,43,194,235,2,5,5,6,2,7,7,4,2,3,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,1,2,2,25,1,2,1,10,1,10,2,1,3,Environmental engineering 
7105,MY,0,4,571,245,4,2,5,4,5,2,5,3,5,2,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,20,1,1,1,6,2,10,2,1,8,Education in Arts
7106,MY,2,19,313,218,6,4,5,4,6,4,4,4,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,2,2,22,1,2,1,10,3,10,2,1,8,Science
7107,MY,0,19,640,204,5,6,5,6,6,5,7,5,5,5,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,2,24,1,2,1,10,2,10,2,1,6,English
7108,MY,0,19,563,165,5,4,2,6,5,6,6,6,3,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,20,1,1,2,10,2,70,2,1,4,Early Childhood Education
7109,MY,2,9,197,300,4,4,5,5,7,6,5,5,4,6,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,2,3,2,1,16,1,1,1,10,1,10,2,1,6,Addmath
7110,MY,2,24,30850,11,5,5,6,6,6,7,7,6,3,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,18,1,1,1,10,1,10,2,1,5,chemical engineering
7111,MY,0,5,235,168,4,4,5,5,4,5,7,3,3,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,19,1,1,1,10,1,10,2,1,4,FASHION
7112,MY,2,3,227,340,5,5,6,5,6,5,7,6,6,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,18,1,1,1,7,1,10,2,1,1,Education 
7113,MY,0,12,144,167,2,5,6,6,7,7,6,4,5,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,2,2,19,1,2,1,10,1,10,2,1,4,Fisheries
7114,,0,201,358,576,1,7,7,7,1,2,4,7,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,2,18,1,1,1,10,1,20,2,1,1,Psychology
7115,MY,1,49,246,258,7,6,4,5,6,2,5,6,4,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,19,1,1,2,10,1,10,2,1,7,Business
7116,MY,0,9,430,386,5,2,6,1,5,6,6,1,7,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,3,2,2,20,2,1,1,10,5,10,2,1,6,Electrical engineering
7117,MY,2,3,128,146,5,1,5,1,7,1,6,4,7,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,3,2,2,15,1,1,1,10,5,10,2,1,5,psychology
7118,MY,0,5,75,134,6,7,5,7,6,6,6,6,6,6,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,4,3,2,1,21,1,2,1,10,0,10,,1,3,Tesl 
7119,MY,2,14,390,818,5,2,4,6,7,4,4,2,4,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,3,2,1,22,1,1,1,10,1,10,,1,5,biomedical engineering
7120,MY,1,23,248,186,5,6,2,6,3,4,7,4,3,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,25,1,1,1,10,4,10,2,1,3,Biochemistry 
7121,MY,0,8,614,190,1,1,6,7,2,1,7,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,21,1,1,1,10,2,10,2,1,3,law
7122,MY,0,10,194,165,7,4,7,1,7,4,5,1,4,3,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,2,2,2,19,1,2,1,10,4,10,2,1,3,Law
7123,MY,0,5,210,213,5,4,6,6,6,7,6,3,7,4,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,2,23,1,1,1,10,1,10,2,1,7,Banking
7124,MY,1,4,159,217,6,7,6,1,7,4,7,5,7,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3,1,2,2,20,1,2,1,10,1,70,2,1,3,
7125,MY,0,5,203,265,7,5,6,5,6,3,5,6,4,5,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,3,2,2,21,1,2,1,10,1,10,2,1,8,IO Psychology 
7126,MY,1,18,313,228,1,3,7,7,4,6,6,3,4,6,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,2,2,2,21,1,2,1,10,0,10,2,1,5,Computer
7127,MY,0,3,180,252,4,2,7,4,6,6,7,1,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,20,1,2,3,10,1,10,2,1,3,biology
7128,,0,24,322,303,0,0,0,0,0,0,0,0,3,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,2,3,2,2,19,1,1,1,10,1,20,2,1,4,Psychology
7129,MY,0,3,316,190,3,4,3,3,5,4,3,5,5,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,21,1,1,1,10,1,10,2,1,5,Engineering
7130,MY,1,9,253,182,5,1,5,2,2,1,5,5,6,2,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,3,2,2,21,1,1,1,10,1,10,2,1,6,Medicine
7131,MY,2,35,265,154,6,6,6,7,6,6,7,3,4,6,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,23,1,1,1,10,0,10,2,1,4,Accounting
7132,MY,0,8,270,243,7,7,7,7,6,7,6,7,6,7,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3,2,2,2,20,1,1,1,10,0,70,2,1,0,Physical Therapy
7133,MY,1,5,144,246,2,6,2,7,2,6,6,6,2,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,1,20,1,1,1,4,1,10,2,1,2,Aquatic science and management
7134,MY,0,4,733,544,3,5,2,6,4,2,7,2,3,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,19,1,1,1,10,2,10,2,1,4,computer
7135,MY,1,6,177,211,4,5,6,6,4,7,7,3,3,4,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,3,2,2,20,1,1,1,10,1,10,2,1,6,Biotechnology 
7136,MY,0,5,265,149,6,7,6,3,6,2,3,4,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,20,1,2,1,10,1,10,2,1,4,Law
7137,MY,0,3,244,157,0,0,6,4,7,4,5,6,5,2,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,2,19,1,1,1,10,0,10,2,1,3,accountancy
7138,MA,1,2,200,238,1,5,6,7,1,2,1,7,1,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,3,2,2,18,1,1,1,10,2,20,2,1,1,law
7139,MY,0,7,145,133,4,4,3,6,5,7,5,4,2,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,2,18,1,1,1,10,1,10,2,1,2,International Business
7140,MY,1,83,411,354,5,1,5,6,7,7,7,5,5,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,22,1,2,1,10,1,10,2,1,4,Finance
7141,MY,1,13,224,178,7,4,7,5,7,5,6,1,6,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,3,1,2,2,20,1,1,1,10,1,10,2,1,2,Linguistics
7142,US,0,11,209,172,5,4,6,6,4,3,6,4,4,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2,1,2,2,18,1,1,1,10,2,10,2,1,3,Engineering
7143,MY,2,4,245,218,4,4,6,5,6,7,5,4,5,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,1,19,1,2,1,12,3,10,2,1,2,Building surveying
7144,MY,2,3,186,141,6,4,7,1,7,4,6,1,7,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,2,1,26,1,2,1,12,5,10,2,2,4,Veterinary medicine
7145,MY,0,6,318,498,2,2,5,6,5,7,6,5,2,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,22,1,2,2,10,4,10,2,1,4,Science
7146,MY,0,27,195,154,5,6,7,6,6,4,4,1,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,1,2,2,23,1,1,1,10,1,10,2,1,1,Economic
7147,MY,0,10,163,137,4,5,5,5,5,7,5,5,4,7,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,3,2,2,23,1,2,1,10,5,10,2,1,2,International business
7148,MY,1,14,1051,228,3,6,1,7,1,6,4,4,1,5,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,3,1,2,2,23,1,1,1,10,4,10,2,1,6,BUSINESS
7149,MY,0,4,213,172,5,4,5,7,6,3,6,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,2,2,22,1,1,1,10,1,10,2,1,4,Civil engineering 
7150,MY,1,8,236,171,6,5,5,4,7,1,6,5,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,20,1,1,1,10,1,10,2,1,5,Health science
7151,MY,2,20,157,245,5,1,6,5,6,3,2,2,6,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,3,2,1,23,1,1,2,10,1,10,,1,8,administration 
7152,MY,0,4,114,231,6,4,6,6,6,3,6,5,6,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,19,1,2,1,10,4,10,2,1,0,English 
7153,MY,1,4,563,375,6,3,3,4,5,4,4,4,4,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,20,1,2,1,10,1,10,2,1,6,Marketing
7154,MY,1,523,231,281,5,5,6,6,5,7,5,5,2,6,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,3,3,2,2,20,1,2,1,10,1,10,2,1,4,political science 
7155,MY,0,5,168,136,5,6,6,5,4,7,7,6,6,7,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,0,2,2,22,1,1,1,10,2,10,2,0,0,Civil Engineering
7156,MY,2,131,645,286,3,4,5,6,4,6,5,4,2,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,3,2,2,16,1,1,1,10,4,10,1,1,7,psychology
7157,MY,2,4,375,234,5,2,6,6,4,2,4,3,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,19,1,2,2,10,4,10,,1,4,Accounting 
7158,MY,0,10,161,177,2,3,2,3,2,2,3,2,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,3,2,2,20,1,2,1,10,1,70,2,1,5, administration studies & science politics
7159,MY,1,9,433,439,3,4,6,7,4,5,6,4,4,5,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,20,1,1,1,10,1,70,2,1,3,statistics
7160,,0,10,626,568,3,2,6,6,7,4,5,3,1,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,17,1,1,1,10,1,20,2,1,3,Psychology 
7161,MY,1,1,156,125,3,5,6,7,2,7,7,4,4,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,1,2,2,22,1,1,1,10,1,10,2,1,4,
7162,MY,0,3,259,196,4,5,3,5,6,3,6,3,3,5,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,3,2,2,2,22,1,1,1,10,1,10,2,1,4,Mechanical engineering 
7163,MY,1,2,257,268,6,1,5,5,6,4,5,3,6,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,17,1,1,1,10,1,70,2,1,7,Law
7164,MY,1,15,188,187,4,5,4,5,5,2,2,6,3,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,19,1,2,1,10,1,10,2,1,4,Building Surveying
7165,MY,1,11,200,219,3,5,5,5,4,3,5,3,4,4,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,2,2,2,24,1,1,1,10,0,10,2,1,7,
7166,MY,0,6,118,93,5,4,6,5,6,4,5,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,1,19,1,1,1,8,1,70,2,1,3,Med
7167,MY,0,7,199,195,1,3,7,5,3,4,3,3,3,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,2,1,19,1,2,1,10,0,70,2,1,4,Business
7168,MY,2,4,253,872,1,3,5,6,5,6,5,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,1,2,24,1,1,2,10,1,10,2,1,3,architecture 
7169,MY,0,4,154,145,3,5,7,6,6,1,7,1,5,7,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,3,3,2,2,22,1,2,1,10,5,10,2,1,3,English
7170,MY,2,28,205,276,2,2,5,7,2,7,7,6,2,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,1,1,2,29,1,1,2,10,1,10,1,2,6,Mechanical engineering 
7171,MY,1,1455,209,135,1,4,6,5,4,6,6,6,2,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,22,1,1,1,10,1,10,2,1,5,
7172,MY,2,1316,135426,135172,6,4,6,5,7,6,6,1,3,5,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,3,1,2,2,20,1,1,1,10,1,10,2,1,4,English
7173,MY,1,4,539,215,5,6,7,3,6,6,5,3,5,7,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,2,20,2,1,1,10,1,10,2,1,3,engineering
7174,MY,0,7,335,238,3,2,6,7,5,6,5,5,3,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,22,1,2,2,10,1,10,2,1,4,Science
7175,MY,0,17,342,238,5,5,5,6,3,4,4,7,2,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,1,25,1,2,1,10,2,10,2,1,4,Accounting
7176,MY,1,2,269,163,5,2,4,4,5,6,6,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,1,28,2,2,1,10,1,10,1,1,9,Computer Science
7177,MY,2,3,257,195,5,5,6,6,4,7,5,5,4,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,22,1,1,1,10,1,10,2,1,3,Real estate
7178,MY,0,5,166,173,3,4,3,6,4,5,6,5,3,5,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,1,2,23,1,1,2,10,1,10,2,1,4,
7179,MY,2,573,203,284,5,5,6,6,7,5,5,4,3,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,21,2,1,1,10,1,70,2,1,5,communcation and media studies
7180,MY,0,289,242,196,3,4,6,5,5,4,5,5,3,3,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,2,22,1,2,1,10,1,10,2,1,2,Geoscience
7181,MY,2,27,152,263,5,5,6,6,4,3,4,3,2,5,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,22,1,1,1,10,5,70,2,1,4,Finance
7182,MY,0,8,664,514,6,6,6,6,7,5,6,7,4,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,2,2,2,20,1,1,1,10,1,10,2,1,2,Writing
7183,BN,2,2,300,211,1,5,5,6,4,7,7,4,2,2,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,18,1,1,1,10,5,10,2,1,0,Psychology
7184,MY,0,11,205,217,4,2,4,6,5,6,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,20,1,2,1,10,1,10,2,1,5,Education
7185,MY,2,7,175,224,4,4,6,7,5,5,6,2,6,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,2,21,1,1,1,10,4,70,2,1,3,Health Science
7186,MY,1,4,630,251,4,6,7,4,5,3,4,7,4,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,2,18,1,1,2,10,1,10,2,1,5,Science Computer
7187,MY,1,5,152,158,4,4,3,4,2,4,4,4,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,2,20,1,1,1,3,1,10,2,1,2,Chemical engineering
7188,MY,1,29,299,218,6,2,5,6,4,2,5,5,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,2,2,22,1,1,1,10,1,10,2,1,5,Accountancy
7189,MY,0,6,257,152,6,4,5,5,6,5,7,7,4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,3,3,2,1,21,1,2,1,10,1,70,2,1,3,Mechanical engineering
7190,MY,2,36,455,301,1,1,3,6,5,5,0,5,5,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,20,1,1,1,10,2,70,2,1,5,Medical
7191,MY,1,2,405,146,6,4,2,7,4,7,5,5,2,7,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,19,2,2,1,10,4,70,2,1,4,accounting
7192,MY,0,20,249,205,4,1,5,0,5,5,6,4,5,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,2,18,1,1,1,10,2,10,2,1,3,Accounting
7193,PH,2,12,134,209,5,5,6,6,6,3,5,5,2,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,2,18,1,1,1,4,1,10,2,1,7,Business Administration
7194,MY,0,14,226,254,4,4,4,5,6,7,6,2,4,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,2,21,1,2,2,10,1,10,2,1,4,Malay literature 
7195,MY,0,4,328,296,6,3,6,5,6,2,6,7,4,3,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,2,2,2,2,20,1,1,2,10,1,10,2,1,5,Chemistry 
7196,MY,0,7,222,159,3,1,5,2,6,4,4,2,4,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,2,2,22,1,2,1,10,4,70,2,1,3,Laws
7197,MY,2,3,324,332,2,2,5,4,6,2,6,6,4,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,3,1,1,2,19,1,1,1,10,1,10,2,1,4,Business Management 
7198,MY,1,7,261,250,6,6,6,6,7,5,7,3,5,3,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,3,1,2,2,21,1,1,1,10,5,10,2,1,3,Animal science
7199,MY,1,5,135,162,5,6,3,6,4,6,6,5,1,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,18,1,2,1,10,5,70,2,1,6,Sport science
7200,MY,2,23,249,243,4,3,5,7,5,4,4,1,4,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,1,18,1,2,1,10,1,70,2,1,4,Office management and technology 
7201,MY,0,4,116,102,4,6,1,7,4,4,7,6,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,16,1,2,1,10,0,10,2,1,4,english
7202,MY,1,3,175,293,6,2,6,3,7,1,6,2,6,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,20,1,1,1,10,1,10,2,1,6,"english, psychology"
7203,MY,0,20,182,158,4,5,7,6,7,7,5,1,4,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,2,2,2,25,1,1,1,10,0,70,2,1,3,Bachelor of Engineering (Chemical)
7204,ID,0,53,235,158,6,6,7,4,6,6,6,3,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3,2,2,24,1,1,1,10,1,10,1,1,2,Economy 
7205,MY,1,19,328,337,3,3,6,2,6,3,7,5,5,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,2,2,2,24,1,1,1,10,1,10,2,1,5,FINANCE
7206,MY,2,6,227,282,4,5,6,5,5,5,5,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,2,2,20,1,1,1,12,1,10,2,1,5,Chemical engineering
7207,MY,0,103,364,197,3,2,4,3,5,7,7,3,5,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,2,23,1,1,1,10,1,10,2,1,5,Science 
7208,US,0,40,126,164,3,4,3,2,5,7,6,4,3,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,2,2,21,1,2,1,10,5,10,2,1,3,civil engineering 
